"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Ontologies, socio-technical transitions (to sustainability), and the multi-level perspective","https://scispace.com/paper/ontologies-socio-technical-transitions-to-sustainability-and-ntfxl9hjzp","2010","Journal Article","Research Policy","Frank W. Geels","10.1016/J.RESPOL.2010.01.022","","","In this article, the authors discuss seven social science ontologies (rational choice, evolution theory, structuralism, interpretivism, functionalism, conflict and power struggle, relationism), their assumptions on agency and causal mechanisms, and their views on socio-technical transitions and environmental sustainability."
"Evolutionary approaches for sustainable innovation policies: From niche to paradigm?","https://scispace.com/paper/evolutionary-approaches-for-sustainable-innovation-policies-dft2rv8tw4","2009","Journal Article","Research Policy","Jan Nill
René Kemp","10.1016/J.RESPOL.2009.01.011","","","In this paper, the authors assess the theoretical rationale, instrumental aspects and the coping with policy constraints of three evolutionary policy approaches which have also been used in empirical studies: strategic niche management, transition management and time strategies."
"The economics of mitigating climate change: What can we know?","https://scispace.com/paper/the-economics-of-mitigating-climate-change-what-can-we-know-2ik6aqqu3h","2014","Journal Article","Technological Forecasting and Social Change","Richard A. Rosen
Edeltraud Guenther","10.1016/J.TECHFORE.2014.01.013","","","In this paper, the authors provide a detailed analysis of the derivation of these estimates of the long-term economic costs and benefits of mitigating climate change over periods as long as 50 to 100 years."
"Environmental and Technology Policies for Climate Mitigation","https://scispace.com/paper/environmental-and-technology-policies-for-climate-mitigation-3pv7y7a0ww","2008","Journal Article","Journal of Environmental Economics and Management","Carol y n Fischer
Richard G. Newell","10.1016/J.JEEM.2007.11.001","","","In this article, the authors evaluate the relative performance of policies according to incentives provided for emissions reduction, efficiency, and other outcomes, and assess how the nature of technological progress through learning and research and development (R&D), and the degree of knowledge spillovers, affects the desirability of different policies."
"The rise of mission-oriented state investment banks: the cases of Germany’s KfW and Brazil’s BNDES","https://scispace.com/paper/the-rise-of-mission-oriented-state-investment-banks-the-51fvmv43hs","2015","Journal Article","Social Science Research Network","Mariana Mazzucato
Mariana Mazzucato
Caetano C. R. Penna","10.2139/SSRN.2744613","","This paper focuses on the rise of state investment banks (SIBs) as lead funders of mission-oriented innovation in various countries’ agendas regarding smart (innovation-led) growth, and not just fixers of ‘market failures’. The market failure justification for public finance fails to capture the active mission-oriented role that such banks are playing in shaping and creating markets, rather than just fixing them. In tackling innovation priorities and shaping new markets, these banks are developing new financial tools that also help to reform the financial system from within, addressing issues of short-termism and financialisation. This paper documents and analyses the roles of such banks, building on the Neo-Schumpeterian work on mission-oriented policies (that is, policies that aim to address societal issues or challenges). The paper presents a rich analytical description of mission-oriented investments in two of the leading SIBs: Brazil’s BNDES and Germany’s KfW. We discuss the directionality of the investments, the various tools used, and the lessons to be learned for evaluating these tools outside of a market failure framework.","In this article, the authors focus on the role of state investment banks (SIBs) as lead funders of mission-oriented innovation in various countries' agendas regarding smart (innovation-led) growth, and not just fixers of market failures."
"Redefining innovation — eco-innovation research and the contribution from ecological economics","https://scispace.com/paper/redefining-innovation-eco-innovation-research-and-the-4i515j1q12","2000","Journal Article","Ecological Economics","Klaus Rennings","10.1016/S0921-8009(99)00112-3","","","In this article, the authors introduce the term eco-innovation to describe three kinds of changes towards sustainable development: technological, social and institutional innovation, and discuss the potential contribution of neoclassical and (co-)evolutionary approaches from environmental and innovation economics to ecoinnovation research."
"Beyond carbon pricing: the role of banking and monetary policy in financing the transition to a low-carbon economy","https://scispace.com/paper/beyond-carbon-pricing-the-role-of-banking-and-monetary-1m013quixk","2014","Posted Content","Research Papers in Economics","Emanuele Campiglio","","","It is widely acknowledged that introducing a price on carbon represents a crucial precondition for filling the current gap in low-carbon investment. However, as this paper argues, carbon pricing in itself may not be sufficient. This is due to the existence of market failures in the process of creation and allocation of credit that may lead commercial banks � the most important source of external finance for firms willing to invest � not to respond as expected to price signals. Under certain economic conditions, banks would shy away from lending to low-carbon activities even in presence of a carbon price. This possibility calls for the implementation of additional policies not based on prices. In particular, the paper discusses the potential role of monetary policies and macroprudential financial regulation: modifying the incentives and constraints that banks face when deciding their lending strategy � through, for instance, a differentiation of reserve requirements according to the destination of lending � may fruitfully expand credit creation directed towards low-carbon sectors. This seems to be especially feasible in emerging economies, where the central banking framework usually allows for a stronger public control on credit allocation and a wider range of monetary policy instruments than the sole interest rate.","In this article, the authors discuss the potential role of monetary policies and macro-prudential financial regulation, modifying the incentives and constraints that banks face when deciding their lending strategy may fruitfully expand credit creation directed towards low-carbon sectors."
"Exploring technology diffusion in emerging markets – the role of public policy for wind energy","https://scispace.com/paper/exploring-technology-diffusion-in-emerging-markets-the-role-385llsdxv0","2014","Journal Article","Energy Policy","Christian A. Friebe
Paschen von Flotow
Florian Taübe","10.1016/J.ENPOL.2014.03.016","","","In this article, the authors propose that institutional differences matter by focusing on several technology-specific and generic policy factors that can foster technology diffusion through private sector activity, and identify several public influences on private investment, and assess their relative importance."
"Low-carbon investment risks and de-risking","https://scispace.com/paper/low-carbon-investment-risks-and-de-risking-2fluw0u2kf","2014","Journal Article","Nature Climate Change","Tobias S. Schmidt","10.1038/NCLIMATE2112","","Effective mitigation of climate change requires investment flows to be redirected from high- to low-carbon technologies. However, especially in developing countries, low-carbon investments often suffer from high risks. More research is needed to address these risks and allow sound policy decisions to be made.","In this article, the authors proposed that more research is needed to address these risks and allow sound policy decisions to be made, especially in developing countries, where low-carbon investments often suffer from high risks."
"Divest from the Carbon Bubble? Reviewing the Implications and Limitations of Fossil Fuel Divestment for Institutional Investors","https://scispace.com/paper/divest-from-the-carbon-bubble-reviewing-the-implications-and-ptiu16jxel","2015","Posted Content","Review of Economics and Finance","Justin Ritchie
Hadi Dowlatabadi","","","Climate change policies that rapidly curtail fossil fuel consumption will lead to structural adjustments in the business operations of the energy industry. Due to an uncertain global climate and energy policy framework, it is difficult to determine the magnitude of fossil energy reserves that could remain unused. This ambiguity has the potential to create losses for investors holding securities associated with any aspects of the fossil fuel industry. Carbon bubble risk is understood as financial exposure to fossil fuel companies that would experience impairments from assets stranded by policy, economics or innovation. A grassroots divestment campaign is pressuring institutions sell their fossil fuel company holdings. By September 2014, investors had responded by pledging to divest US $50 billion of portfolios. Though divestment campaigns are primarily focused on a moral and political rationale, they also regularly frame divesting as a strategy for mitigating stranded asset risk. We review aspects of the divestment movement alongside the context of carbon bubble risk. Several common hypotheses on reducing stranded carbon asset exposure through divestment are critically examined. We find that institutional investors are limited in their ability to reduce exposure to carbon through divesting and that the financial sector is likely to absorb many i®fossil freei¯ funds.","In this article, the authors review aspects of the divestment movement alongside the context of carbon bubble risk and find that institutional investors are limited in their ability to reduce exposure to carbon through divesting and that the financial sector is likely to absorb many fossil free funds."
"The emergence of green venture capital","https://scispace.com/paper/the-emergence-of-green-venture-capital-4eggwws90f","2003","Journal Article","Business Strategy and The Environment","Renato J. Orsato
Jelena Randjelovic
Anastasia O´rourke","10.1002/BSE.361","","Innovative financing mechanisms are needed to facilitate sustainable development. In the past few years, socially responsible investments have emerged as a successful type of financing scheme but many eco-oriented start-up companies remain under-funded. Apparently, environmental innovations have only recently caught the attention of an important financial sector: venture capital (VC). The article describes the emerging phenomenon of environment-related VC (or green VC) and provides an overview of the current market for this type of investment. The paper delves into this industry, revealing its characteristics, processes and mechanisms. The study also uncovers the main problems faced by eco-entrepreneurs as well as venture capitalists interested in this type of venture. Finally, it analyses the drivers for green VC and attempts to identify the sources of innovation and the uniqueness of these emerging financial products. Based on the analysis, the paper also derives a definition of green VC. Copyright © 2003 John Wiley & Sons, Ltd and ERP Environment.","In this article, the authors describe the emerging phenomenon of environment-related VC (or green VC) and provide an overview of the current market for this type of investment, revealing its characteristics, processes and mechanisms."
"Which renewable energy policy is a venture capitalist's best friend? Empirical evidence from a survey of international cleantech investors","https://scispace.com/paper/which-renewable-energy-policy-is-a-venture-capitalist-s-best-1fsz9yxajl","2009","Journal Article","Energy Policy","Mary Jean Bürer
Mary Jean Bürer
Rolf Wüstenhagen
Rolf Wüstenhagen","10.1016/J.ENPOL.2009.06.071","","","In this paper, the authors surveyed 60 investment professionals from European and North American venture capital and private equity funds and asked them to assess the effectiveness of various policies, in terms of stimulating their interest to invest in innovative clean energy technologies."
"Economics: Support low-carbon investment","https://scispace.com/paper/economics-support-low-carbon-investment-28jfooy0ee","2015","Journal Article","Nature","Nathan Fabian","10.1038/519027A","","Private finance can drive the energy transformation needed to meet global emissions goals — if backed by the right policies, says Nathan Fabian.","In this paper, private finance can drive the energy transformation needed to meet global emissions goals, if backed by the right policies, says Nathan Fabian, the author of this paper."
"Near-term technology policies for long-term climate targets—economy wide versus technology specific approaches","https://scispace.com/paper/near-term-technology-policies-for-long-term-climate-targets-2ihtayxe0m","2005","Journal Article","Energy Policy","Björn A. Sandén
Christian Azar","10.1016/J.ENPOL.2004.01.012","","","In this article, the authors make a distinction between economy wide and technology specific policy instruments and put forward two key hypotheses: (i) Near-term carbon targets such as the Kyoto protocol can be met by economy wide price instruments (carbon taxes, or a cap-and-trade system) changing the technologies we pick from the shelf (higher energy efficiency in cars, buildings and industry, wind, biomass for heat and electricity, natural gas instead of coal, solar thermal, etc.)."
"Investing in low-carbon transitions: energy finance as an adaptive market","https://scispace.com/paper/investing-in-low-carbon-transitions-energy-finance-as-an-4u77olbg99","2017","Journal Article","Climate Policy","Stephen G. Hall
Timothy J. Foxon
Ronan Bolton","10.1080/14693062.2015.1094731","","","In this article, an adaptive market hypothesis is presented as a suitable framework with which to analyse energy systems finance, based on an analysis of electricity market reform and renewable energy finance in the UK, the authors argue that scholars and policy makers can ask new questions about the role of capital markets in energy systems transitions."
"Beyond venture capital: an exploratory study of the finance-innovation-policy nexus in cleantech","https://scispace.com/paper/beyond-venture-capital-an-exploratory-study-of-the-finance-30utz1u7te","2017","Journal Article","Industrial and Corporate Change","Michael Migendt
Friedemann Polzin
Florian Schock
Florian Taübe
Paschen von Flotow","10.1093/ICC/DTX014","","In recent years, scholarly interest in financing for innovation has grown, particularly for mitigating cli-mate change. However, extant literature has neglected the interaction of actors along the equity financing value chain, and the indirect effects of innovation and financial policy on the supply and de-mand of private equity (PE) and venture capital (VC). In this article, we emphasize the importance of these understudied aspects through a comparative case study of equity finance for cleantech in the United States and Germany. We find that systemic interdependencies between institutional investors, VC/PE and policy makers influence the conditions for innovation—the "" finance-innovation-policy nexus. "" Adverse effects of policies affecting financial markets, in particular institutional investors, have to be taken into account to effectively mobilize private investments for (cleantech) innovation.","In this paper, a comparative case study of equity finance for cleantech in the United States and Germany is presented, where the authors find that systemic interdependencies between institutional investors, VC/PE and policy makers influence the conditions for innovation."
"Stranded on a low-carbon planet: : Implications of climate policy for the phase-out of coal-based power plants","https://scispace.com/paper/stranded-on-a-low-carbon-planet-implications-of-climate-166bk38lok","2015","Journal Article","Technological Forecasting and Social Change","Nils Johnson
Volker Krey
David L. McCollum
Shilpa Rao
Keywan Riahi
Keywan Riahi
Joeri Rogelj
Joeri Rogelj","10.1016/J.TECHFORE.2014.02.028","","","In this article, the authors explored the relationship between near-term climate policy and coal capacity and explored strategies for reducing stranded capacity, assuming a long-term goal of limiting warming to 2 °C."
"Advanced solar R&D: Combining economic analysis with expert elicitations to inform climate policy","https://scispace.com/paper/advanced-solar-r-d-combining-economic-analysis-with-expert-2yxry80pyb","2009","Journal Article","Energy Economics","Erin Baker
Haewon Chon
Jeffrey M. Keisler","10.1016/J.ENECO.2007.10.008","","","In this paper, the authors combine economics and decision analysis to incorporate the uncertainty of technical change into climate change policy analysis, and use the results of the expert elicitations as inputs to the MiniCAM integrated assessment model, to derive probabilistic information about the impacts of R&D investments on the costs of emissions abatement."
"The Economics of Climate Change","https://scispace.com/paper/the-economics-of-climate-change-4wdlqpcyci","2007","Book","","Nicholas Stern","","","�Greenhouse gas (GHG) emissions are exter nalities and represent the biggest market failure the world has seen. We all produce emissions, people around the world are already suffering from past emissions, and current emissions will have potentially catastrophic impacts in the future. Thus, these emissions are not ordinary, localized externalities. Risk on a global scale is at the core of the issue. These basic features of the problem must shape the economic analy sis we bring to bear; failure to do this will, and has, produced approaches to policy that are pro foundly misleading and indeed dangerous. The purpose of this lecture is to set out what I think is an appropriate way to examine the economics of climate change, given the unique scientific and economic challenges posed, and to suggest implications for emissions targets, policy instruments, and global action. The sub ject is complex and very wide-ranging. It is a subject of vital importance but one in which the economics is fairly young. A central challenge is to provide the economic tools necessary as","In this article, the authors present an appropriate way to examine the economics of climate change, given the unique scientific and economic challenges posed, and suggest implications for emissions targets, policy instruments, and global action."
"Environmental and climate innovation: Limitations, policies and prices","https://scispace.com/paper/environmental-and-climate-innovation-limitations-policies-5da080x5t3","2013","Journal Article","Technological Forecasting and Social Change","Jeroen C.J.M. van den Bergh","10.1016/J.TECHFORE.2012.08.004","","","In this article, the authors synthesize empirical insights about structural economic change, energy and environmental rebound, the energy return on energy investment of renewable energy technologies, and potential crowding out effects of climate policy."
"Beyond carbon pricing: The role of banking and monetary policy in financing the transition to a low-carbon economy","https://scispace.com/paper/beyond-carbon-pricing-the-role-of-banking-and-monetary-27p0r3ewnl","2016","Journal Article","Ecological Economics","Emanuele Campiglio","10.1016/J.ECOLECON.2015.03.020","","","In this article, the authors discuss the potential role of monetary policies and macro-prudential financial regulation, modifying the incentives and constraints that banks face when deciding their lending strategy may fruitfully expand credit creation directed towards low-carbon sectors."
"The impact of behavioural factors in the renewable energy investment decision making process: Conceptual framework and empirical findings","https://scispace.com/paper/the-impact-of-behavioural-factors-in-the-renewable-energy-4npcg95cs2","2012","Journal Article","Energy Policy","Andrea Masini
Emanuela Menichetti","10.1016/J.ENPOL.2010.06.062","","","In this paper, the authors examine the decision making process underlying investments in renewable energy technologies and propose and test a conceptual model that examines the structural and behavioural factors affecting the investors decisions as well as the relationship between renewable energy investments and portfolio performance."
"Technological change and uncertainty in environmental economics","https://scispace.com/paper/technological-change-and-uncertainty-in-environmental-od4mhtx1re","2009","Journal Article","Energy Economics","Christoph Böhringer
Tim P. Mennel
Thomas F. Rutherford","10.1016/J.ENECO.2009.05.006","","","In this paper, the authors present five articles contributing to the study of uncertainty and technological change in climate change economics, which may substantially affect the design of efficient climate policies in the future."
"R&D investment strategy for climate change","https://scispace.com/paper/r-d-investment-strategy-for-climate-change-4eamb77ack","2009","Journal Article","Energy Economics","Geoffrey J. Blanford","10.1016/J.ENECO.2008.03.010","","","In this article, the authors proposed an analytic framework for determining optimal R&D investment allocation and presented some numerical results to demonstrate the implementation of the methodology and offer insights into the nature of an optimal technology strategy for addressing climate change."
