"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"PERFORMATIVITY, ECONOMICS AND POLITICS: An overview","https://scispace.com/paper/performativity-economics-and-politics-an-overview-j1di4dlhy1","2010","Journal Article","Journal of Cultural Economy","Franck Cochoy
Martin Giraudeau
Liz McFall","10.1080/17530350.2010.494116","https://scispace.com/pdf/performativity-economics-and-politics-an-overview-j1di4dlhy1.pdf","Presenting the theme of performativity in a journal named the Journal of Cultural Economy makes the role performativity plays in the economy a logical place to start and the debt to Michel Callon (1998) an obvious one to acknowledge. Callon’s idea was that ‘economics does not describe an existing external ‘‘economy’’, but brings that economy into being: economics performs the economy, creating the phenomena it describes’ (MacKenzie & Millo 2003, p. 108). This idea is now recognized by many authors as one of the major contributions to economic sociology (see, e.g., Barry & Slater 2002; Holm 2007; MacKenzie & Millo 2003; MacKenzie 2004, 2007) and has been accompanied by vivid debates across the social sciences about the actual influence of economics and economists over economic practices (e.g. Miller 2000; Callon 2005, 2007; Ferraro et al. 2005; Ghoshal 2005; MacKenzie et al. 2007 and more generally over society and political processes (see, e.g., Bazerman & Malhotra 2006; Fourcade 2001, 2006).","MacKenzie et al. as mentioned in this paper proposed the Journal of Cultural Economy (JCE) as a journal dedicated to performativity in the economy and the role of performativity plays in the economic system."
"Performativity, economics and politics: an overview","https://scispace.com/paper/performativity-economics-and-politics-an-overview-3cvvyqojen","2010","Posted Content","Research Papers in Economics","Franck Cochoy
Martin Giraudeau
Liz McFall","","","Presenting the theme of performativity in a journal named the Journal of Cultural Economy makes the role performativity plays in the economy a logical place to start and the debt to Michel Callon (1998) an obvious one to acknowledge. Callon’s idea was that ‘economics does not describe an existing external ‘‘economy’’, but brings that economy into being: economics performs the economy, creating the phenomena it describes’ (MacKenzie & Millo 2003, p. 108). This idea is now recognized by many authors as one of the major contributions to economic sociology (see, e.g., Barry & Slater 2002; Holm 2007; MacKenzie & Millo 2003; MacKenzie 2004, 2007) and has been accompanied by vivid debates across the social sciences about the actual influence of economics and economists over economic practices (e.g. Miller 2000; Callon 2005, 2007; Ferraro et al. 2005; Ghoshal 2005; MacKenzie et al. 2007 and more generally over society and political processes (see, e.g., Bazerman & Malhotra 2006; Fourcade 2001, 2006).","MacKenzie et al. as discussed by the authors proposed the Journal of Cultural Economy (JCE) as a journal dedicated to performativity in the economy and the role of performativity plays in the economic system."
"Introduction: Of Numbers and Narratives—Indicators in Global Governance and the Rise of a Reflexive Indicator Culture","https://scispace.com/paper/introduction-of-numbers-and-narratives-indicators-in-global-1ztp9exso1","2018","Book Chapter","","Nehal Bhuta
Debora Valentina Malito
Gaby Umbach","10.1007/978-3-319-62707-6_1","","There is a pervasive sense in which we seem to be living under a new avalanche of numbers, and in particular an avalanche of indicators beyond the state and purporting to create knowledge on a global scale. As much as our indicator culture engenders a “faith in numbers”, the very expansion of the power of numbers and their role in (global) governance over the last 20 years has brought with it a heightened sense that quantification, indicators, and rankings are a way of doing politics that must be engaged with from within and without the specific disciplinary knowledge (such as statistics and econometrics) that underwrite their claims to objectivity. The chapters collected in this Handbook aim to capture the contemporary indicator culture, with all its discordant and contrasting orientations. The present introductory chapter considers three main dimensions. First, no chapter in the Handbook adopts a naively metrological understanding of indicators as simply “measuring” reality. Second, the normativity of measurement is a consistent theme of the contributions by both scholars and practitioners. Third, despite their popularity and seeming capacity to shape debates, the power of indicators remains highly contextual and dependent on how they are enrolled in particular, situated, networks of actors and influence.","In the indicator culture, the very expansion of the power of numbers and their role in (global) governance over the last 20 years has brought with it a heightened sense that quantification, indicators and rankings are a way of doing politics that must be engaged with from within and without the specific disciplinary knowledge (such as statistics and econometrics) that underwrite their claims to objectivity as mentioned in this paper."
"A Sociology of Quantification","https://scispace.com/paper/a-sociology-of-quantification-40pbjp2ial","2008","Journal Article","Archives Europeennes De Sociologie","Wendy Nelson Espeland
Mitchell L. Stevens","10.1017/S0003975609000150","https://scispace.com/pdf/a-sociology-of-quantification-40pbjp2ial.pdf","One of the most notable political developments of the last thirty years has been increasing public and governmental demand for the quantification of social phenomena, yet sociologists generally have paid little attention to the spread of quantification or the significance of new regimes of measurement. Our article addresses this oversight by analyzing quantification – the production and communication of numbers – as a general sociological phenomenon. Drawing on scholarship across the social sciences in Europe and North America as well as humanistic inquiry, we articulate five sociological dimensions of quantification and call for an ethics of numbers.","The authors analyzed quantification as a general sociological phenomenon and called for an ethics of numbers, drawing on scholarship across the social sciences in Europe and North America as well as humanistic inquiry."
"Governing by Numbers - Key Indicators and the Politics of Expectations: An Introduction","https://scispace.com/paper/governing-by-numbers-key-indicators-and-the-politics-of-2agyww7rnj","2019","Journal Article","Historical Social Research","Walter Bartl
Christian Papilloud
Audrey Terracher-Lipinski","10.12759/HSR.44.2019.2.7-43","","»Regieren durch Zahlen – Schlüsselindikatoren und Erwartungspolitik. Eine Einführung«. In this special issue of Historical Social Research, indicators are considered epistemic devices that render the world governable by quantification. While endowed with an aura of objectivity, indicators are not neutral devices. Instead they transform the world they claim to describe. Against the backdrop of a global proliferation of indicators, we argue in favour of research that strategically focuses on the processes that lead to the institutionalisation and systematic use of key indicators in politics compared to cases in which these processes fail. This type of research strategy could enhance the accumulation of systematic knowledge as well as the relevance of social studies of quantification. Furthermore, we propose a heuristic for analysing how indicators are involved in shaping imaginations of the future following the three distinct dimensions of meaning (factual, social, temporal) as introduced by Luhmann. We also review diachronic and synchronic approaches to analysing the genesis and use of indicators in order to derive testable hypotheses about the gap between indicator design and policy use. Finally, we introduce the articles of this special issue.","In this paper, the authors argue in favour of research that strategically focuses on the processes that lead to the institutionalisation and systematic use of key indicators in politics compared to cases in which these processes fail."
"Culture, Value and Commensuration: The knowledge politics of indicators","https://scispace.com/paper/culture-value-and-commensuration-the-knowledge-politics-of-5dbyatpido","2015","Book Chapter","","Guy Redden","10.1007/978-1-137-46458-3_3","https://scispace.com/pdf/culture-value-and-commensuration-the-knowledge-politics-of-5dbyatpido.pdf","The recent growth in quantitative calculation and its increased application to the social have been widely noted by theorists. Nigel Thrift (2008, 92) coins the term ‘qualculation’ to describe the ways that qualities of diverse phenomena are now routinely quantified and enrolled into calculative processes. For Alain Badiou (2008, 2–3), the ideology of modern parliamentary societies is not humanism or law but, rather, ‘number, the countable, countability’. Governmentality theorists also stress the numericisation of public discourse, in particular through the rise of economics. This has ostensibly occurred to the extent that ‘there is a constitutive interrelationship between quantification and democratic government’ (Rose 1991, 675). In short, numeric solutions to political and social affairs seem to be everywhere, and they cannot but have some influence on the conduct of public life. Nikolas Rose (1991, 673) argues that participation in such a democracy comes on certain, problematic terms because: 
Paradoxically, in the same process in which numbers achieve a privileged status in political decisions, they simultaneously promise a ‘de-politicization’ of politics, redrawing the boundaries between politics and objectivity by purporting to act as automatic technical mechanisms for making judgments, prioritizing problems and allocating scarce resources.","The recent growth in quantitative calculation and its increased application to the social have been widely noted by theorists as mentioned in this paper, who argue that the ideology of modern parliamentary societies is not humanism or law but, rather, ""number, the countable, countability""."
"Introduction : la tension savoirs-pouvoirs à l’épreuve du gouvernement par les indicateurs de performance","https://scispace.com/paper/introduction-la-tension-savoirs-pouvoirs-a-l-epreuve-du-568l7vglch","2016","Journal Article","Sociologie Du Travail","Philippe Bezes
Eve Chiapello
Pierre Desmarez","10.1016/J.SOCTRA.2016.09.024","","Aussi bien dans les Etats qu’au niveau international, il est devenu courant de s’appuyer sur des indicateurs pour fixer des objectifs quantifies et evaluer l’evolution de l’action publique et des fonctionnements administratifs. La recherche en sciences sociales qui traite du developpement des indicateurs de performance est abondante et releve de traditions intellectuelles variees. Beaucoup assimilent ce mouvement a une composante du tournant neo-liberal et a une manifestation du New Public Management. Ce dossier explore les tensions entre l’utilisation d’indicateurs et l’exercice du pouvoir, en soulignant l’ambivalence de cette relation, le chiffre etant tantot craint, tantot desire. Trois dimensions interdependantes sont distinguees pour analyser le gouvernement par les indicateurs : les enjeux de savoir, les logiques de pouvoir et les formes de publicisation qui leur sont associees. Les quatre textes rassembles portent principalement sur le suivi des resultats de politiques publiques, nationales ou internationales, abordes par des auteurs relevant de plusieurs disciplines. Ils rappellent que l’elaboration d’indicateurs participe de la construction des problemes publics pris en charge. Ils confirment l’interet des analyses qui prennent au serieux d’une part la fabrication des nombres et les conventions de calcul retenues et, d’autre part, les dispositifs de gouvernement dans lesquels ils s’inscrivent. Enfin, ils montrent que le gouvernement par les indicateurs debouche sur des formes nouvelles de bureaucratisation.","In this article, the authors explore the tensions entre l'utilisation d'indicateurs and l'exercice du pouvoir, en soulignant l'ambivalence of cette relation, le chiffre etant tantot craint, tantot desire."
"The New Politics of Numbers: An Introduction","https://scispace.com/paper/the-new-politics-of-numbers-an-introduction-2en9o3m3vv","2022","Book Chapter","","Andrea Mennicken
Robert Salais","10.1007/978-3-030-78201-6_1","https://scispace.com/pdf/the-new-politics-of-numbers-an-introduction-2en9o3m3vv.pdf","This chapter sets out what is “new” in the politics of numbers and this volume’s approach to their study. Rather than asking what quantification is, this volume is interested in describing and analysing what quantification does, tracking and unpacking various quantification practices and their manifold consequences in different domains. The book revisits the power of numbers, and examines changing relations between numbers and democracy. It engages, for the first time, Foucault inspired studies of quantification and the economics of convention in a critical dialogue. In so doing, the volume seeks to account more systematically for the plurality of the possible ways in which numbers can come to govern, highlighting not only disciplinary effects but also the collective mobilization capacities quantification can offer.","The work in this article revisits the power of numbers and examines changing relations between numbers and democracy, and argues for the plurality of possible ways in which numbers can come to govern, highlighting not only disciplinary effects but also collective mobilization capacities quantification can offer."
"Has Performativity Lost its Punch? Fabian Muniesa, The Provoked Economy: Economic Reality and the Performative Turn (New York, Routledge, 2014)","https://scispace.com/paper/has-performativity-lost-its-punch-fabian-muniesa-the-57s2xxluu7","2015","Journal Article","Archives Europeennes De Sociologie","Dan Hirschman","10.1017/S0003975615000417","","Since the late 1990s, a growing group of scholars writing at the intersection of science studies and economic sociology have explored the creation and transformation of economic things through the metaphor of performance. The first clear statement of this perspective came from Michel Callon [1998a, 1998b, 1999] in a trio of essays which turned to economics to help address a problem in actor-network theory: where do different kinds of agents come from? How do actors know how to act? Callon argued that economic knowledge (broadly construed to include marketing, accounting, management, and economics proper) created economic subjectivities (ways of calculating) and economic objects (framed bits of the world that could be treated as if they were purely economic, bracketing their complex ties to other domains). This theoretical programme made a huge splash beyond the confines of science studies in the 2000s, in part as a result of Donald MacKenzie’s work on financial markets. MacKenzie showed how certain calculations made by financial economists helped to shape the options markets whose behavior they purported to describe. The markets converged to the model’s predictions in part because options traders used the model to make their trades [MacKenzie and Millo 2003, MacKenzie 2006]. Financial economics did not simply offer a (more or less accurate) representation of financial markets but rather helped to bring those markets into line with its image. In 2007, performativity hit its stride with the publication of two edited volumes, Do Economists Make Markets? and Market Devices (both co-edited by Fabian Muniesa). These collections brought together the leading proponents of the approach with its most vocal critics [e.g. Mirowski and Nik-Khah 2007], and helped to concretize performativity of economics as a research agenda. Now performativity is undergoing a bit of an awkward adolescence. Its two foundational figures (Callon and MacKenzie) have moved on to other, albeit closely related, concepts—“economicization” [Cxalis xkan and Callon 2009] and “evaluation cultures” [MacKenzie 2011]. Now,","MacKenzie and Millo as discussed by the authors argued that economic knowledge created economic subjectivities (ways of calculating) and economic objects (framed bits of the world that could be treated as if they were purely economic, bracketing their complex ties to other domains)."
"The politics of calculation: Towards a sociology of quantification in governance","https://scispace.com/paper/the-politics-of-calculation-towards-a-sociology-of-j7xvz41dn0","2019","Journal Article","Revue D'anthropologie Des Connaissances","David Demortain","10.3917/RAC.045.0973","","A diversity of modes of quantification in contemporary societies have now been explored, following the path of scholars who inspired this field, such as Alain Desrosieres. This introduction to the special issue of the Revue d'Anthropologie des Connaissances on the politics of calculation argues that there remains a gap between different strains of the sociology of quantification - one that emphasizes the governmentality it embodies and the discipline it establishes, the other that pays attention to the collective mobilization capacities it offers. It is suggested that public policy and governance is a good field of investigation, to understand how these two “regimes of quantification” are articulated together, and evaluate the extent to which actors external to the networks that control public policies can influence them by recalculating both the problems addressed and the effects of policy programs. Combining the sociology of science and technology and political sociology, this special issue thus hypothesizes that calculation is one of the ways of building coalitions in governance, and one of the objects of what is being debated in its arenas; and, conversely, that governance is one of the contexts in which contemporary forms of calculation are forged and algorithms invented.","The authors argued that there remains a gap between different strains of the sociology of quantification -one that emphasizes the governmentality it embodies and the discipline it establishes, the other that pays attention to the collective mobilization capacities it offers."
"Calculative Practices Shaping the Global Accountability Forum for Climate Agenda","https://scispace.com/paper/calculative-practices-shaping-the-global-accountability-3s1m2n6xfdki","2024","Journal Article","Financial Accountability and Management","Thiago Vitor Ferreira Soares
André Carlos Busanelli de Aquino","10.1111/faam.12419","","ABSTRACT Calculative practices are everywhere, including the enactment and diffusion of sustainable development goals, such as quantifying and monetizing carbon markets, criteria for allocating donations for sustainability programs, and performance measurement of compromises and goals. We critically explore the performativity and counter‐performativity from the calculative practices orbiting and shaping the annual debate on climate governance and how they are related to the vulnerability of populations. Our qualitative analysis comprised a comprehensive set of documents produced by enrolled participants of meetings and workshops between two annual Conferences of the Parties of the United Nations. We identified and exemplified three calculative practices, and despite their intended performativity, some counter‐effects, like social exclusion and criticism by stakeholders, arise. ","This study examines how calculative practices shape the Global Accountability Forum for climate governance, revealing three practices that, despite intended performativity, produce counter-effects such as social exclusion and stakeholder criticism, highlighting vulnerability of populations."
"Performativity and the Politics of Equipping for Calculation: Constructing a Global Market for Microfinance†","https://scispace.com/paper/performativity-and-the-politics-of-equipping-for-calculation-1ztpqr758p","2013","Journal Article","International Political Sociology","Lasse Folke Henriksen","10.1111/IPS.12031","","This article argues that the concept of performativity deepens our understanding of contemporary, expertise-driven processes of global economic governance. Tracing the World Bank's role in constructing a global market for microfinance, the paper suggests that the World Bank was instrumental in translating selected parts of economic models into practice, thereby changing microfinance practices globally. Socio-technical networks centered on the World Bank were created to equip actors to become part of a global market, which incorporated not only donors but also commercial investors. The paper makes a critical intervention in the performativity literature by arguing for the need to take positional power and dominance in the socio-technical networks of International Organizations more seriously. This move improves our ability to specify how economic ideas and models are translated into practice in transnational arenas.","In this paper, the World Bank's role in constructing a global market for micro-finance is traced, and the authors argue for the need to take positional power and dominance in the socio-technical networks of International Organizations more seriously."
"Performativity in the Green Economy: how far does climate finance create a fictive economy?","https://scispace.com/paper/performativity-in-the-green-economy-how-far-does-climate-iitjxjwn79","2015","Journal Article","Third World Quarterly","Sarah Bracking","10.1080/01436597.2015.1086263","","This paper asks how far performativity in the Green Economy generates material or virtual assets. It examines the relationship between assets and their financial derivatives, asking how far the value of ‘carbon’ or ‘green’ can be directly attributed to its social and narrative construction. The paper draws on two case studies – one of the Clean Development Mechanism (CDM) in South Africa, the other of the global private green bonds market – to show that both public and private climate finance can generate virtual economic activity co-produced by processes of social valuation and accumulation proper. How reliant is the Green Economy on actual economic activity?","In this article, the authors examine the relationship between assets and their financial derivatives, asking how far the value of ""carbon"" or ""green"" can be directly attributed to its social and narrative construction."
