doi,title,year,axis_score,lex_score,eff_count,acc_count,pole_assignment
10.1080/14693062.2025.2460607,Quantifying climate finance needs in the nationally determined contributions of developing countries,2025,0.07702868,-0.0078074842504109255,0,1,efficiency
10.1088/1748-9326/addd36,Large language models in climate and sustainability policy: limits and opportunities,2025,-0.00042766705,0.016037620970863437,0,0,accountability
10.1088/1748-9326/adde71,"Who leads, who lags? Inter-urban inequities in European climate adaptation funding and financing",2025,0.0041635595,-0.015434008280454756,0,0,efficiency
10.1108/ijoes-07-2025-0385,The ethics of climate justice in emerging economies: exploring the intersection of development and environmental responsibility,2025,-0.24285409,-0.13286464578373405,0,2,accountability
10.1108/sef-09-2024-0617,Climate finance adoption in emerging markets: key enablers from a multi-stakeholder perspective,2025,0.14930214,0.05362349015422407,1,0,efficiency
10.1111/anti.70035,"Resilience Praxis as a Function of Coloniality: Rethinking Modernity, Resistance, and Participation in Adaptation Governance",2025,-0.13017021,-0.040985610725704745,0,0,accountability
10.24294/nrcr10184,Driving sustainable agroforestry through carbon credit-based policies: Realities and perspectives,2025,0.026993621,-0.0002811783105197809,0,0,efficiency
10.26633/rpsp.2025.4,Development of an agenda for research and action on climate change and health in the Caribbean,2025,-0.18926454,-0.0477374147218023,0,0,accountability
10.32479/ijeep.18749,"Steps toward Achieving Sustainable Development Goals: The Role of Carbon Finance, Green Social Behaviour and Awareness, Energy Transition, and Government Governance in E7 Countries",2025,0.12888026,0.07995209478209421,0,0,efficiency
10.3386/w34084,International Climate News,2025,-0.021159101,0.00860001846515055,0,0,accountability
10.3389/fbloc.2025.1603695,Blockchain-based voluntary carbon market: strategic insights into network structure,2025,0.1059427,0.057626986060348794,0,0,efficiency
10.3389/fclim.2025.1646491,The impact of climate risk on low-carbon innovation: evidence from listed companies in China,2025,0.06577179,0.050319175254233565,1,0,efficiency
10.3389/fenvs.2025.1513998,"Understanding the county-level relationship between population change and ecological environment quality dynamic in China, 2000–2020",2025,-0.005739238,0.012744099225409245,1,0,accountability
10.3389/frevc.2025.1588384,Banking on circularity: can financial institutions become the engines of a regenerative economy?,2025,0.33846104,0.14905994484168777,2,0,efficiency
10.3390/environments12050167,Building Climate-Resilient Food Systems Through the Water–Energy–Food–Environment Nexus,2025,-0.02732281,-0.011374681239026473,0,0,accountability
10.3390/su17010371,Knowledge Graph Analysis in Climate Action Research,2025,-0.2687146,0.010286394747424831,0,0,accountability
10.3390/su17094209,Can Carbon Neutrality Promote Green and Sustainable Urban Development from an Environmental Sociology Perspective? Evidence from China,2025,-0.11161336,0.008556502465682915,0,0,accountability
10.3390/su17167195,Enhancing the Emissions Trading System for Kazakhstan’s Decarbonization,2025,-0.013452884,0.024256755293684887,0,0,accountability
10.3390/su17177758,Can ESG Performance Sustainably Reduce Corporate Financing Constraints Based on Sustainability Value Proposition?,2025,0.07357775,0.07950427291721895,0,0,efficiency
10.3390/systems13070582,Green Finance for Green Land: Coupling Economic and Ecological Systems Through Financial Innovation,2025,0.36144722,0.0810748824663348,0,0,efficiency
10.34660/conf.2025.13.88.071,Russia–UAE Conference on Applied and Interdisciplinary Research,2025,0.27217162,0.06745996451444522,0,0,efficiency
10.56578/cis130206,"Economic Viability and Policy Imperatives of Carbon Capture, Utilisation and Storage in Indonesia’s Pathway to Net-Zero Emissions",2025,-0.16776311,0.01566715653079464,0,0,accountability
10.61435/ijred.2025.61274,Harnessing renewable energy and technological innovation to alleviate energy poverty in least developed countries: A pathway toward low-carbon and sustainable development,2025,-0.024210434,0.04968903377887369,0,0,accountability
10.9734/ajsspn/2025/v11i1495,Synergistic Effects of Agroforestry on Carbon Sequestration and Climate Adaptation: A Comprehensive Review,2025,-0.084279165,0.0036042926439467616,1,0,accountability
10.1002/bse.70128,Climate Transition Challenges: Exploring Credit Portfolio Misalignment in European Banks,2025,0.35151422,0.08566968802456844,0,0,efficiency
10.1002/sd.70105,Towards a Sustainable Future: Addressing Climate Change and Promoting Sustainable Development,2025,-0.010250624,-0.02397016393811704,0,0,accountability
10.1002/sd.70260,"Financing Eco‐Innovation in an Emerging Economy: The Role of Internal Resources, External Support and Government in Turkish <scp>SMEs</scp>",2025,0.24478804,0.06132083062773288,0,0,efficiency
10.1002/sd.70349,Reconnecting Climate Governance With Sustainable Development: Evidence From Three Decades of <scp>COP1</scp> – <scp>COP29</scp>,2025,-0.057713773,-0.003806110566677974,0,0,accountability
10.1002/wcc.70007,Climate Reparations for a Just Response to Climate Change: A Review of Historical Responsibility and Future Implications,2025,-0.27188265,-0.10447026761712126,0,1,accountability
10.1007/978-3-031-86022-5_6,Legality of the Climate Club Scheme,2025,-0.059577826,-0.005823241176270077,1,0,accountability
10.1007/s10584-025-03995-4,Understanding the World Bank’s role in climate finance,2025,0.060814574,0.006290431609273671,0,0,efficiency
10.1007/s43937-025-00071-x,"The effects of tourism, energy consumption, and technological innovation on environmental quality amid geopolitical risk in Canada",2025,-0.03817873,0.041451283841760035,0,1,accountability
10.1016/j.clpl.2025.100098,Green and climate finance research trends: A bibliometric study of pre- and post-pandemic shifts,2025,0.15529436,0.10588706758807585,1,0,efficiency
10.1016/j.cosust.2025.101554,Cash for conservation? Integrating basic income support into biodiversity and climate finance,2025,0.02603883,-0.06752601996591255,0,1,efficiency
10.1016/j.iref.2025.104195,Establishment of bankruptcy courts and corporate investment decisions,2025,0.2423116,0.041656315734872544,0,0,efficiency
10.1017/bhj.2024.28,Procedural Justice and Due Process Principle in the Context of Just Energy Transition: Learning From South Africa,2025,-0.06365389,-0.026968378124111732,0,0,accountability
10.1017/elo.2024.41,The de-politicisation of decarbonisation through climate rent: a Marxist critique of the EU emissions trading system,2025,0.0421795,-0.012805983666971485,0,0,efficiency
10.1017/s0022109024000644,"Minimum Wages, State Ownership, and Corporate Environmental Policies",2025,0.0828937,0.007497483916355775,0,0,efficiency
10.1017/s2044251324000183,Need For Fairness In Climate Change Negotiations: A Third World Perspective,2025,-0.2907666,-0.11158356167579107,0,2,accountability
10.1038/s41598-025-02339-7,The impact of carbon news coverage on corporate green transformation,2025,0.033512536,0.061208935885881284,0,0,efficiency
10.1038/s44168-025-00264-z,Making transparent the accountability deficit in the global climate regime,2025,-0.05832118,-0.05645499444761701,0,1,accountability
10.1038/s44185-025-00102-9,Unlocking the African bioeconomy and strengthening biodiversity conservation through genomics and bioinformatics,2025,-0.09375435,-0.008064208933090237,1,0,accountability
10.1063/5.0235309,Impact of carbon emissions trading on green total factor productivity of China's power industry: A green technology innovation perspective,2025,0.20445302,0.0456185183846127,0,0,efficiency
10.1080/13604813.2025.2456367,Decentring urban climate finance. Introduction to the Special Feature,2025,0.11309917,0.014732081964969328,0,0,efficiency
10.1088/2515-7620/ada5b6,Structural resilience of climate regime in the global conflicts,2025,-0.21890691,-0.009017783285841723,0,0,accountability
10.1093/ia/iiaf148,Contesting the liberal script? The AIIB and the World Bank in development finance,2025,0.16802327,0.03306737238586694,1,0,efficiency
10.1108/s1569-375920250000117002,Sustainable Finance for a Blue Economy,2025,0.18790683,0.06919714080188244,1,0,efficiency
10.1111/1477-9552.70004,Presidential Address: The Case for Revisiting Property Rights in the Context of the Climate and Nature Crises,2025,0.04254342,0.0048974994907331655,0,0,efficiency
10.1111/anti.70016,Post‐Agrarian Questions,2025,0.049235582,-0.006389387623578096,0,0,efficiency
10.1175/wcas-d-24-0015.1,"Reducing Environmental Footprint through Convergence of Waste Management, Green Finance, and Green Technology: Adopting Multiple Approaches",2025,0.24319607,0.14451965450667142,2,0,efficiency
10.1177/24056456241302105,Effectiveness of Green Financing Activities and Performance Management on Banking Sector: An Empirical Study,2025,0.35313255,0.12010238572794646,0,0,efficiency
10.1371/journal.pone.0314731,"The green response of financial inclusion, infrastructure development and renewable energy to the environmental sustainability: A newly evidence from OECD economies",2025,0.056838647,0.04486707504221961,0,0,efficiency
10.1371/journal.pone.0316353,Research on the risk spillover effect between China’s national carbon emissions trading market and crude oil futures market,2025,0.010864023,0.025142765751639307,0,0,efficiency
10.20517/cf.2024.55,Achieving low carbon finance of the iron and steel industry in China,2025,0.044197746,0.10127743385877036,0,0,efficiency
10.20944/preprints202501.1768.v1,The Baku Paradox An Analysis of Selected Sustainable Development Goals,2025,-0.08487888,-0.02131569867953878,0,0,accountability
10.20944/preprints202505.0114.v1,Predictive Modeling and Simulation of CO&lt;sub&gt;2&lt;/sub&gt; Trapping Mechanisms: Insights into Efficiency and Long Term Sequestration Strategies,2025,-0.015706468,0.02484847122599347,0,0,accountability
10.20944/preprints202505.1124.v1,Agroforestry with &lt;i&gt;Hevea brasiliensis&lt;/i&gt;: A Landscape-Based Strategy for Carbon Sequestration and Biodiversity in Post-Conflict Colombia,2025,-0.0074777044,0.016405197024733368,0,0,accountability
10.20944/preprints202506.1475.v1,Assessing Global Responsibility: Comparative Analysis of Fairness in Energy Transition between Developing and Developed Countries,2025,-0.13747776,-0.037681728615019346,0,1,accountability
