doi,title,year,cited_by_count,source_count,reranker_score,weak_label,abstract,reranker_relevant,human_label
10.1108/978-1-80117-870-920221045,Index,2022.0,0.0,1,0.0045891036,False,"Citation (2022), ""Index"", Chandra Das, R. (Ed.) Globalization, Income Distribution and Sustainable Development, Emerald Publishing Limited, Bingley, pp. 353-363. https://doi.org/10.1108/978-1-80117-870-920221045 Publisher: Emerald Publishing Limited Copyright © 2022 Ramesh Chandra Das. Published under exclusive licence by Emerald Publishing Limited INDEX Absolute β-convergence, 28, 48, 255 FDI, 62 LER, 62 per-capita gross domestic product (PCGDP), 62 Adaptation Fund (AF), 202 Adjusted R-squared (ARS), 292 Aggregating function, 37 Agricultural Development Corporation (ADC), 120–121 Agricultural gross domestic product (AGDP), 286 Agriculture, 288, 321 income, 118 India, 289–291 productivity of, 289–291 trade, 162 Air pollution, 82–83 Akaike information criterion, 216 America First, 184 ANOVA test, 86 ARDL. See Autoregressive distributed lag (ARDL) Augmented Dickey Fuller (ADF) Test, 256 Autoregressive distributed lag (ARDL), 49, 55 time series analysis for, 206–208 Below Poverty Line (BPL), 69 Gini coefficient and, 72 Benefit attribute, 34 Beta convergence, 5, 59 Biodiversity, 298–299 business alliances, 227 Bioeconomy, 224 Biotechnology, 224–225 Board of directors, 338–339 Bolsa Familia program, 14 Brexit, 184 BRICS, 3–4, 85–86, 148–149, 191 ARDL and VECM approach, 213 Business Correspondent (BC), 326–327 Business Facilitator (BF), 326–327 Calcutta Port Trust (CPT), 299–300 Carbon emission, 211–212 BRICS countries, 85 Chile, 83 China, 86 environmental degradation, 82 factors, 82 industrialization and, 212 manufacturing enterprises, 85 private sector involvement, 213 renewable energy sources, 85 sustainable economic development, 86 Toda Yamamoto causality analysis, 88–89 trade openness and, 213 urbanization, 152–154 Catch-up effect, 59 Central Statistical Organization (CSO), 253–254 Chain rule, 27 Child labor, 165–167 education policies and prohibition of, 168–169 elimination of, 165–167 Chile, 87 optimal lag for, 89 Climate change. See also Carbon emission, 82–83, 88–89, 135–136, 197–198, 224 Australia, 199 Fiji, 199–200, 202 New Zealand, 199 Climate Change Program, 198–199 Climate Investment Fund (CIF), 202 Cocoa expansion, 121 CO2 emissions, 3–4, 132–133, 154, 158 Cointegration, 53, 55, 156, 206, 208, 213, 215–216 outcomes of, 158 Companies Act, 342–343, 2013 Composite indicator, 32 KOF Globalization Index, 33 macroeconomic performance, 33 TOPSIS methodology, 33 Compound Annual Growth Rate (CAGR), 254, 258–259 Conditional β-convergence, 28, 48 FDI, 62 LER, 62 per-capita gross domestic product (PCGDP), 62 Construction industry (CI) bioeconomy, 224–225 material and processes complying with, 228–229 post-carbon transition, 225–227 value chains in, 226–227 Contingency coefficient, 124 Convergence, 27, 29 absolute, 48, 255 Bangladesh, 59–60 beta (β), 59, 256, 258, 261 Caribbean, 50 conditional, 29, 48 conomic growth and, 58 definitions of, 48 European Union, 50 globalization, 48 income, 48–49 Indian Ocean Zone (IOZ), 50 Latin America, 50 Least Square method, 61 in per capita incomes (PCIs), 252 Ramsey’s model, 59 relative, 48 sigma, 59, 256, 258 stochastic, 256 uses in economics, 58 β convergence Compound Annual Growth Rate (CAGR), 258–259 cross-sectional variation, 260–261 initial income, 258–259 panel unit root tests, 259–260 trend line analysis, 258 univariate regression model, 259 Copenhagen Climate Conference, 211–212 Copper nanoparticles carbon-coated, 238–239 hydrocarbon selectivity of, 238–239 metallic, 237 physical and chemical synthetic methods of, 237–238, 241 preparation of, 240–241 properties of, 237, 242 synthesis of, 238 therapeutic anticancer agents, 237 vitamin C, 238 X-ray diffraction and transmission electron microscopy of, 241 Corporate governance, 338–339 India, 344 Malaysia, 342 S&P BSE SENSEX companies, 347 surveyed companies, 346–347 Sweden, 341 Correlation analysis, 241, 304 Cost attribute, 35 Cost-effective synthesis, 235, 238, 240–242, 246 COVID-19, 240 digital illiteracy, 268 economic activities, 119 gross domestic product (GDP), 312 in India, 14 United States, 16 Credit Suisse Global Wealth Report, 11 Cross-country per capita income, 48–49 data, 51–53 exploratory analysis, 51–53 statistical results, 54 variables, 51–53 Dashboard of indicators, 32 Decline in vulnerability of Fiji (DVIT), 206 Deforestation, 176 Deglobalization, 185–188 De-industrialization, 285 Demographic diversity, 338–339 Demographic factors, 77 development indicators and, 77 DESI. See Digital Economy and Society Index (DESI) DESI2020, 275 Developed economies, 57, 60–61, 64 Developing economies, 57, 60–61, 64 Development Assistance Committee (DAC), 203 Dickey–Fuller (DF), 156 Digital Economy and Society Index (DESI), 5, 265–266 European Union (EU), 266–267 Italian region, 274–275 regional level, 272–273 structure of, 267–271 three-level-structure updated to 2020, 269–270 Digital revolution, 268, 273, 275 Diversity. See also Gender diversity, 338–339 Dualism economic, 21–22 social, 21–22 Eco-deficit, 132–133 Eco-environment friendly cost-effective synthesis, 235, 238, 240–242, 246 Eco-footprint, 132–133 Economic crisis, 186 Economic deglobalization, 183–185, 188–189 Economic development financial inclusion, 325–326 globalization, 302 India, 301 ports in, 300 Economic dualism, 21–22 Economic Exclusive Zone (EEZ), 200 Economic globalization, 2, 68, 190–191 Economic growth, 48, 212, 283, 285–287, 292, 294 Bangladesh, 213 CO2 emissions and, 214–215 India, 212 Economic Recovery Program (ERP), 120 Ecosystem, 132–133 Education, 165 children, 168 competence, 165–167 labor productivity, 165–167 policies and prohibition, of child labor, 168–169 Empirical calibration, 27–29 Employment creation, 17 Endogenous growth, 133 economic development in, 21, 23–24, 27, 29 Energy consumption, 152 carbon emission and, 152–154 urban, 152 Engine of growth, 284 East Asia, 285 economic development, 284–285 India, 287, 292, 294 Latin America, 285 manufacturing sector, 284–285 Engle Granger test, 156 Entropy law, 132–133 Environment, 212 Bangladesh, 213 CO2 emissions, 214 footprint, 225 health, 213–214 innovation and green investment energy, 214 quality, 214 Environmental justice, 224 biodiversity conservation and, 227 bioeconomy and, 225 post-carbon transition and, 224, 228 Environmental performance index, 136, 143, 311–312 Environmental protection, 298–299 Environmental sustainability, 134–143 Eurocentrism, 184 European Commission, 265–266, 268 European Digital Agenda, 267 European Green Deal, 96–97 E-Views 11, 215 Factor analysis, 98 Fiji, 198 climate-related risk, 199 human insecurity in, 200–202 human security, 199–204 index of sustainability (SUS) for, 205–206 index of vulnerability (VIT) for, 204–205 policy-entrepreneurship, 198–199 policy entrepreneurship in, 204–206 special geographical features of, 200 Financial crisis, 184, 186, 189 Financial globalization, 33–34 Financial inclusion, 325–326 definition of, 327–329 dimension index, 329–330 human development, 327–329 income inequality and poverty levels, 327 poverty alleviation, 327–329 West Bengal, 326–327 Financial Inclusion Index (FII), 327–329 Food security, Fiji, 201 Foreign direct investment (FDI), 68, 149 absolute β-convergence, 62 conditional β-convergence, 62 σ-convergence, 64 deglobalization, 186 income inequality, 164–165 influx of, 58 trend of CV for, 63 G7 countries, 85–86 Gender disparity index (GDI), 329–330 Gender diversity, 338–339 boardrooms of Indian companies, 342–343 competitive edge, 339 effective leadership, 339 fresh perspectives, 339 investor confidence, 339 role models, 339 Gender equality, 96–97, 316 General Agreement on Tariffs and Trade, 183 General Credit Card (GCC) Scheme, 326–327 Generalized linear model (GLM), 289–290 Gerschenkron hypothesis, 49 Ghana administrations, 120 cocoa expansion, 121 cocoa production in, 120 gross domestic product (GDP), 118–119 international poverty rate in, 119 oil palm, 120 tree-crop products, 119 Ghana Living Standards Survey (GLSS), 125 Gini coefficient, 69–70, 135 Bangladesh, 75 Below Poverty Line (BPL), 70, 73 Brazil, 14 China, 12, 75, 77 economic inequality, 69–70 globalization index and, 74 income inequality, 12 India, 13 Indonesia, 75 per capita income, 126 remittance, 126 Sri Lanka, 75 total income, 122 unemployment rate, 73 Vietnam, 75–78 Gini-decomposition method, 3, 123 Gini index, 32, 35 Global inequality, 10–15 Globalization, 1, 10, 62 capitalist, 12 controlled income inequalities, 67, 69–71, 78 convergence, 48 cross-country per capita income differential and, 48–49, 51, 53, 55 economic integration, 21–22 employment level, 164–165 financial crisis, 15, 184 global inequalities, 10, 15 income distribution and labor, 162–165, 167–169 income inequality, 164 labour profile, 164–165 liberalization and, 14 macroeconomic performances and, 33 social sustainability, 163 structural adjustment, 11–12 sustainability, 131, 133–134, 143 sustainable development goals (SDGs), 96–97, 311–312, 320–321 sustainable human development, 235, 238, 240–242, 246 sustainable transport development, India, 297, 299, 301–302, 306–307 Globalization 2.0, 188 Globalization Index, 33–34 Global warming, 82 Granger causality, 212 Great Recession of 2007–2009, 15 Green chemistry, 237 Green Climate Fund (GCF), 201–202 Green Growth Knowledge Partnership (GGKP), 174 Greenhouse gas, 132–133 Gross domestic product (GDP), 32, 34, 53, 149, 298 Bangladesh, 68 components, 285–286 Ghana, 118–119 India, 68, 291 manufacturing sector, 285, 289 Pakistan, 68 total trade (TT), 304–306 uninverted U-curve, 68–69 Gross National Income (GNI), 173–174 Growth theory, 133–134 Haldia Port, 299–300 Hannan–Quinn (HQ), 216 Headcount ratio for poverty, 32 Health crisis, 184 Heckscher–Ohlin framework, 10–11 Herfindahl Index, 302, 307 Himalayas, 176 Human capital, 21–22, 24, 107, 268, 270–272, 276 acquisition of quality, 25 growth of, 178 intergenerational flow, 25 optimal expenditure, 24 rate of growth of, 27 threshold level of expenditure, 25 Human development, 134–143 Human Development Groups (HDGs), 246 Human Development Index (HDI), 311–312, 329–330 Human poverty index (HPI), 329–330 Immigration, 107 Impulse Response Factor, 215, 220 Impulse Response Functions (IRFs), 212 Inflation, 35 Income diversification, 118 Income gains, 34 Income growth, 167 Income inequalities, 12 Bangladesh, 68 China, 12–13 COVID-19, 16 education expenditure, 77 foreign direct investment (FDI), 164–165 Ghana, 68 Gini coefficient, 13 Gini decomposition, 123 globalization, 68, 164 India, 12–13 international, 164 Latin America, 14 nonfarm economic activities, 121 self-employment income, 121 tree-crop farming, 121 urbanization, 77 India, 251–252 banking industry, 327–329 CAGR and initial income, 258–259 econometric model, 286 econometric techniques, 286–287 economic growth, 283, 285–287, 292, 294 economic variables of, 302 engine of growth, 287, 292, 294 financial inclusion, 325–326 gender equality, 338–339, 342–344, 349 gross domestic product (GDP), 291 liberalization, 252 manufacturing sector, 283–285, 289, 291 NPSDP of states of, 257 overseas trade (OT), 298 panel data regression model, 255 panel unit root test for, 261 ports. See Ports sustainable transport development, 297, 299, 301–302, 306–307 trend line of PCSDP for, 258 Tripura. See Tripura univariate regression model, 259 Indian Ocean Zone (IOZ), 50 Industrial Revolution, 212 Industry 4.0, 266–267 Inequality, 21–22, 96–97 composite indicator, 33 decomposition, 127 economic, 26 global, 29 wealth distribution, 26 Information communication and technology (ICT), 125 Intergovernmental Panel on Climate Change (IPCC), 211–212 International Institute for Environment and Development (IIED), 151 Internationalism, 183 International Monetary Fund (IMF), 10 International trade (IT), 212 in India, 220 Inverted U-curve, 68–69 ISTAT, 98 Italy. See also Digital Economy and Society Index (DESI), 99–100, 104 DESI2020 ranking, 272 digital gap in, 265–267, 271 EU28 DESI Evolution, 272 5G network, 271 Judicial System, 107 Kao cointegration test, 156 Kisan Credit Card (KCC) Scheme, 326–327 KOF Globalization Index, 34, 69, 301 KOF Swiss Economic Institute, 34 Kolmogorov-Smirnov test, 287–289 Kruskal-Wallis test, 344 Kuznets theory, 70 Kyoto Protocol, 211–212 Law of capitalism, 17 Learning Management Systems, 23–24 Least Developed Country Fund (LDCF), 202 Least Square method, 61 Leman Brothers, 186 LER absolute β-convergence, 62 conditional β-convergence, 62 σ-convergence, 64 trend of CV for, 63 Liberalization of trade, 11 Location Quotient Method (LQM), 240–241 Logarithmic Mean Divisia Index (LMDI), 85 Lorenz curve, 122 Lost Health Expectancy (LHE), 242 Low-carbon society, 227 Macroeconomic performances, 32 composite indicator, 33 economic globalization, 44 globalization and, 33 inequality score based country rankings and, 39 TOPSIS composite indicator, 37 Magnetic field-assisted synthesis, 237 MAHALANOBIS distance function, 36–37 Mann-Whitney U test, 344 Manufacturing gross domestic product (MGDP), 286 Manufacturing sector agricultural gross domestic product (AGDP), 286 companies. See also Carbon emission, 90 East Asia, 285 economic development, 284 gross domestic product (GDP), 285, 289 India, 283–285, 289, 291 Latin America, 285 state domestic product (SDP), 288 Market fundamentalism, 10 Marshall Plan, 183 Max-Eigen statistic value, 216–217 Mayer Ghar, 315–316 Metal nanoparticles, 237 Middle-income economies, 285–286 Millennium Development Goals (MDGs), 96–97 Mitigation and adaptation, 198–199, 202–203 Multiple-criteria decision making (MCDM), 32 Nanotechnology, 224–225, 236 National Climate Change Policy, 198–199 National DESI2020 Report, 272 Nationalism, 184–185 National Sample Survey (NSS), 13 National Sample Survey Organization (NSSO), 253–254 Natural capital, 173–174, 177 components of, 179 developing economies, 175 economic development process, 174 growth of, 178 sustainable development goals (SDGs), 174 variables, 175 Net district domestic products (NDDP), 329, 334 Net FDI Inflow, 61 Next 11 (N-11), 150 Nomenclature of territorial units for statistics (NUTS), 98 Non-hazardous solvents, 236 Non income HDI dependent variable, 138 economic growth, 141 independent variables, 137 Non-income human development indicator (NHDI), 142 Null Hypothesis, 253 Number of accounts, 332 NUTS-2 level, 98, 266, 272 “Occupy” movements, 11 Official Development Assistance (ODA), 320 Off-farm activities supplements, 118 Ogive Index, 302, 307 One-Stop Center (OSC), 316 Online learning, 23–24 Overseas development aid (ODA), 197–198 Fiji, 199 Overseas trade (OT), 298 Pacific Island Countries (PIC’s), 197–198, 201–202 Panel data, 156 Panel data regression model, 255 Panel unit root test, 259–261 Pearson’ correlation index values, 105 Pedroni cointegration test, 156 Per-capita gross domestic product (PCGDP), 34, 61–62 absolute β-convergence, 62 conditional β-convergence, 62 σ-convergence, 64 trend of CV for, 63 Per capita income, 48 cross-country, 53 degree of convergence of, 48 economic crisis, 50 economic globalization, 48 high-income countries, 49 Indian Ocean Zone (IOZ), 50 purchasing power parity (PPP), 51 Per capita incomes (PCIs), 4–5 convergence in, 252 India, 252–253, 258–259 point-to-point growth rate of, 254 trend line analysis, 258 univariate regression model, 259 Philips-Perron (PP) Test, 256 Physical capital, 29 Policy entrepreneurship, in Fiji, 204–206 Policy intervention, 133–134 Political globalization, 68 Pollution Concentration Index (PCI), 242 Populism, 184–185 Ports Bombay, 300 Calcutta, 299–300 total trade (TT), 302 Vishakhapatnam, 300 Post-carbon supply chain, 227 Post-carbon transition, 224 construction industry (CI), 225–226 material and processes complying with, 228–229 Poverty ratio, 135, 141 Pradhan Mantri Jan Dhan Yojana (PMJDY), 326–327 PRAYAAS, 320 Pre-tax national income, 35 Principal component analysis (PCA), 100, 205 Public biodiversity investments, 226 Purchasing power parity (PPP), 51, 150 Quality of Life, 107 Ramsey model, 58–59 Random Effect Model (REM), 255 Rank correlation, 40 Chile, 40 China, 40 Czech Republic, 40 Hungary, 40 Pakistan, 40 Poland, 40 Russia, 40 Spearman’s, 41–43 Regional Gross Domestic Product per capita (RGDP per capita), 97 Regional inequality, 13 Regionalism, 189–191 Relative closeness, 37 Relative convergence, 48 Renewable energy sources, 85 Reserve Bank of India (RBI), 286 Rio Declaration, 299 Rio Declaration on Environment and Development, 96–97 Rupay debt card, 326–327 Rural Development and Environment, 107 Scheduled commercial banks (SCBs), 329 Schwarz information criterion (SIC), 216 Second World War, 96–97 Secretariat of the Pacific Community (SPC), 198–199 Self-Employment Generation Program (SEGP), 317 Service gross domestic product (SGDP), 286 SHG-Bank Linkage Program, 326–327 SIDS. See Small Island Development State (SIDS) Sigma convergence, 59 coefficient of variation, 256–257 FDI, 64 F-test, 257–258 LER, 64 per-capita gross domestic product (PCGDP), 64 SIKLAHAM, 318 Silver nanoparticles, 239 Small Island Development State (SIDS) climate finance landscape for, 204 developing adaptive capacity, 203 developments in, 202 official development assistance (ODA), 202 Social globalization, 68 Social sustainability, 168 globalization, 163 Solow model, 58–59, 133 South Pacific Regional Environment Program (SPREP), 198–199 Standard of living, 35 Stationary test, 155–156 outcomes of, 157–158 Statistical analysis, 70 Statistical package, 215 Stochastic convergence, 5, 256, 261 Stockholm Conference, 96–97 Stolper–Samuelson (SS), 11 Sulfur dioxide emission, 214 Sundarbans, 176 Supply-side policies, 226 Sustainability, 132–133, 150 business environment, 231 climate change on, 224 economic development, 132–133 environmental, 134–143 globalization and, 311–312 Sustainable development, 96–97, 173–174 defined, 96–97 discussion and conclusions, 104–105 Ghana, 119, 126 material and methods, 98–100 natural capital, 176 principles of, 311–312 Sustainable development goals (SDGs), 17, 96–97, 174, 300–301, 312 financial resources for, 320 Tripura and, 312–320 Sustainable economic development, 82 carbon emission, 82–83, 86 Chile, 83–84 environmental degradation, 82, 84 low carbon economy and, 86 Sustainable environment, 242, 247 Sustainable transport development, 297, 299, 301–302, 306–307 Sustainable urbanization, 148–149, 152 cointegration test, 156 data and variable description, 155 empirical procedure, 155 issues of, 152–154 model specification, 154–155 stationary test, 155–158 SWABHIMAN, 326–327 Swavalamban, 317 Tapio method, 85 Times Higher Education, 23 Toda Yamamoto causality analysis, 3, 87–89 TOPSIS methodology, 32 algorithm, 36–37 composite indicator, 33 Trace statistic, 216–217 Trade globalization, 33–34 Trade Globalization Index (TGI), 301 Trade liberalization, 162 Trade openness, 162 Trade Openness Index (TOI), 304–306 Trade flows, 162 Traditional causes of inequality, 14 Transmission electron microscopy, 241–242 Tree Crop Development Bill, 119–120 Tree-crop farming, 121, 128 Tree Crops Development Authority, 119–120 Tripura affordable and clean energy, 317 clean water and sanitation, 316 climate action, 319 decent work and economic growth, 317–318 food security, 313–315 gender equality, 316 good health and well-being, 315–316 industry, innovation, and infrastructure, 318 life below water, 319 life on land, 319 no poverty, 313–314 nutrition and sustainable agriculture, 313–315 partnerships to achieve goals, 320 peace and justice strong institutions, 320 quality education, 316 reduced inequality, 318 responsible consumption and production, 319 sustainable cities and communities, 318–319 sustainable development goals (SDGs) and, 312–320 SWOT analysis for, 322–323 zero hunger, 313–315 True Potato Seed (TPS), 313–314 TSLS regression models, 142 Two-Stage Least Square model, 141 Ultrasound-mediated synthesis, 237 Unemployment (UNEMPRT), 35 UN Framework Commitment on Climate Change (UNFCCC), 199 Uninverted U-curve, 68–69 United Nations (UNs), 183 United Nations Environment Program (UNEP), 178–180 United Nations Millennium Declaration, 96–97 Unit root tests, 256 Univariate regression model, 259 University of the South Pacific (USP), 198–199 Urban energy consumption, 152–154 Urbanization, 77 Brazil, 151 China, 151 India, 151 rapid deforestation and, 178–180 Russia, 151 South Africa, 151–152 sustainable, 152–154 Variance Decomposition, 212 Variance inflation factor (VIF), 124, 287 Varimax rotation, 98 VAR Lag Order Selection Criteria, 216 VAR model, 87–88 Vector Autoregression Estimate, 216 p-value table for, 218–219 Very Large Scale Integration (VLSI), 318 Vidyalaya Chalo Abhiyan, 316 Virtual inequality, 267 Vitamin C, 238 Wealth disparity, 10, 15, 17 West Bengal, 326–327 data source, 329 IFI values of, 333 methodology, 329–331 objectives, 329 Western economic nationalism, 184 Women board directors, 339–340 Australia, 342 Austria, 341 Belgium, 341 Brazil, 340 Canada, 340 China, 342 340 341 341 341 341 342 Malaysia, 342 New Zealand, 342 341 341 Russia, 342 S&P Sweden, 341 United 340 products, 224–225 World pollution, 240 COVID-19, 240 developing of, 247 World 12, 51, 70, 175 World Development 51 World Health Organization 201 World Trade Organization 184 X-ray diffraction analysis, 241–242 hunger, 96–97, 313–315 nanoparticles, 239 Globalization, Income and Sustainable Development in Groups of Globalization, Income Inequality, and Wealth and of Economic Development in the of Endogenous and Empirical Globalization and Sustainable Economic Country Composite per Income and Globalization ARDL of Developed and Developing in World Globalization Income of Carbon of Manufacturing Companies on Sustainable Economic Development Sustainable Development the and Rural Income on Agricultural and Sustainable Development in Ghana 10 of Economic Development, Human Development and the Natural the in the Globalization 11 of Sustainable in BRICS of Urban Energy and Carbon 12 and Sustainable Development and Globalization the of Income Distribution and 13 of of Natural Empirical 14 and the of Economic Deglobalization, Regionalism, and of Growth and of and Environmental Country 15 Overseas Development Assistance Goals and Climate in 16 Economic Growth the Cost of Carbon Empirical India 17 and Environmental to Environment of the Construction Industry and Sustainable Development for Sustainable Human Development in of Globalization of Growth in India the Digital in NUTS-2 Index of Manufacturing and Service on Economic Growth in Indian of Globalization on Sustainable Development in the of Trade in India 23 of Globalization to Sustainable Development of the State Tripura 24 Financial Inclusion and Income of West the 25 Indian for Gender in in to the of Business Environment Index",False,True
10.1088/1748-9326/ac7c2a,Urban and rural carbon footprints in developing countries,2022.0,56.0,1,0.005211639,True,"Abstract A good understanding of household carbon emissions is an important part of forming climate mitigation strategies to achieve the goals set out in the Paris Agreement. Numerous studies have been carried out on emissions from household consumption and the inequality between urban and rural areas in high-income developed countries, but there is a lack of in-depth analysis of such differences in developing countries. Our research details household carbon footprints (CFs) of four urban and four rural income categories for 90 developing countries, by linking global expenditure data to the environmentally extended multi-regional input–output approach. We show that there are large inequalities between urban and rural areas in developing countries. The average per capita CF in urban areas tends to be larger than that of rural inhabitants ranging from twice as large to nine times larger. We find that electricity consumption and transport are the largest contributors to the total CF in all expenditure groups. High-income rural households have an average per capita CF of 12.38 t CO 2 which is 25% higher than the equivalent urban high-income group, which deviates from the literature looking at a subset of cases. Our study contributes to the existing research on CFs by providing knowledge on the consumption patterns and related carbon emissions of urban and rural populations in these understudied parts of the world.",True,False
10.1787/oecd_papers-v7-art3-en,Overcoming Barriers to Clean Development Mechanism Projects,2007.0,55.0,1,0.0052283425,True,"The market for Clean Development Mechanism (CDM) projects is continuing to grow rapidly, with the current portfolio expecting to deliver 2 billion tons of CO2-eq greenhouse gas (GHG) emission reductions by 2012, equivalent to 17% of Annex I Parties’ base year GHG emissions. In total, governments and companies have earmarked over USD11 billion for CDM funding to 2012. This study analyses the various barriers to CDM market expansion in developing countries, and makes recommendations on how some of them can be removed or reduced. It also examines the distribution of CDM projects amongst regions and sectors.",True,True
10.1007/s11356-022-18732-y,The impact of green finance on industrial reasonability in China: empirical research based on the spatial panel Durbin model,2022.0,61.0,1,0.0052317167,True,"Green finance is an essential way to cope with environmental pollution, promote the transformation of industrial structure and upgrade, and finally construct a resource-conserving and environment-friendly society and achieve the goal of sustainable development. This study explores the influence of green finance on industrial reasonability and is based on sample data of 30 provinces in China from 2009 to 2019. Through the application of the spatial panel Durbin model with the weight matrix based on the geographical distance, the influence of green finance on the industrial structure as well as its spatial spillover effects are analyzed. The degree of industrial reasonability and the index of green finance development are also examined by applying the Theil index and the entropy method. The empirical results demonstrate two things. First, there is a strong aggregation of the spatial distribution of industrial reasonability, and the spatial pattern remains relatively constant over the 11 years. The main aggregated types are the H–H and L-L between the regions. Second, green finance can promote the industrial reasonability of this region, while it has a significant negative spatial spillover effect on the process of industrial reasonability in adjacent regions.",True,True
10.1002/wcc.721,Enabling assessment of distributive justice through models for climate change planning: A review of recent advances and a research agenda,2021.0,89.0,1,0.005233551,True,"Abstract Models for supporting climate adaptation and mitigation planning, mostly in the form of Integrated Assessment Models, are poorly equipped for aiding questions related to fairness of adaptation and mitigation strategies, because they often disregard distributional outcomes. When evaluating policies using such models, the costs and benefits are typically aggregated across all actors in the system, and over the entire planning horizon. While a policy may be beneficial when considering the aggregate outcome, it can be harmful to some people, somewhere, at some point in time. The practice of aggregating over all actors and over time thus gives rise to problems of justice; it could also exacerbate existing injustices. While the literature discusses some of these injustices in ad‐hoc and case specific manner, a systematic approach for considering distributive justice in model‐based climate change planning is lacking. This study aims to fill this gap by proposing 11 requirements that an Integrated Assessment Model should meet in order to enable the assessment of distributive justice in climate mitigation and adaptation policies. We derive the requirements from various ethical imperatives stemming from the theory of distributive justice. More specifically, we consider both intra‐generational (among people within one generation) and intergenerational (between generations) distributive justice. We investigate to what extent the 11 requirements are being met in recent model‐based climate planning studies, and highlight several directions for future research to advance the accounting for distributive justice in model‐based support for climate change planning. This article is categorized under: Climate, Nature, and Ethics &gt; Climate Change and Global Justice",True,True
10.3390/su151411218,The Effect of Green Investment and Green Financing on Sustainable Business Performance of Foreign Chemical Industries Operating in Indonesia: The Mediating Role of Corporate Social Responsibility,2023.0,86.0,1,0.004564781,True,"Emerging economies endeavor to achieve a green economy by realizing their potential for sustainable commercial success. Due to natural resource restrictions, businesses must concentrate on green investment, financing, and resources to promote sustainable company performance. To better understand how to implement corporate social responsibility (CSR) and sustainable company performance, this study looks at the effect of green financing and investment. The study used quantitative research techniques through primary and secondary data sources from Indonesia’s 238 sampled international chemical companies. Additionally, a standardized questionnaire was employed in this study to gather data. The study used Smart-PLS and a structural equation model (SEM) to examine the data gathered and determine the relationship between green investment, green financing, CSR, and sustainable business performance. The study shows that green investments and financing significantly and favorably affect CSR and sustainable performance. Additionally, it was found that CSR significantly mediates green investment and green financing with sustainable business performance relationships. This work added to the body of literature and emphasized the significance of each construct. The study’s conclusions also suggested that highly polluting chemical businesses should incorporate green financing, investment, and CSR to improve sustainable economic performance.",False,True
10.1155/2021/2633021,The Impact of Green Finance Development on China’s Energy Structure Optimization,2021.0,69.0,1,0.0045639407,True,"This paper studies the impact of the development of green finance on China’s energy consumption structure. 17 basic indexes and the improved entropy weight method are used to construct the green finance index (GFI). Multiple regression, panel regression, and spatial regression are used to study the impact of green finance on China’s traditional energy and renewable energy consumption. The results show that there is a positive spatial spillover effect in the development of green finance among provinces in China. The development of green finance contributes to the conversion of traditional to renewable energy consumption. The effect of green finance on the transformation of energy consumption structure is mainly reflected in the direct effect. The green finance in each province not only helps the local development of green energy but also plays a good role in the production and utilization of clean energy consumption in surrounding provinces. Therefore, the government should support the green finance, reduce traditional energy consumption, and increase renewable energy consumption.",False,True
10.1098/rsta.2002.1040,Understanding and managing leakage in forest–based greenhouse–gas–mitigation projects,2002.0,109.0,1,0.005245916,True,"A major concern about land use, land-use change and forestry (LULUCF) projects under the Clean Development Mechanism (CDM) is the potential for leakage. Leakage refers to a net increase of greenhouse-gas emissions in an area outside the project resulting from the CDM activity. This paper provides an overview of leakage, its definitions and its causes. It describes ways that LULUCF projects may suffer from leakage and attempts to assess the magnitude of leakage risks for different LULUCF project types. It also summarizes some of the approaches, both in terms of policies and project development, to address LULUCF leakage.",True,True
10.1016/s1364-0321(02)00062-x,Potential of Kyoto Protocol Clean Development Mechanism in transfer of clean energy technologies to Small Island Developing States: case study of Cape Verde,2003.0,59.0,1,0.0052479296,True,,True,True
10.1016/j.jclepro.2013.07.006,A methodology for evaluating environmental co-benefits in the transport sector: application to the Delhi metro,2013.0,75.0,1,0.004548683,True,"This paper presents a methodology to measure the environmental co-benefits of transport initiatives, defined here as carbon emissions in conjunction with local air pollution. An evaluation tool was developed and then tested on the case of the Delhi metro. The metro is an extensive rail project spanning the Indian capital, which is also the world's first rail based Clean Development Mechanism (CDM) project. However, it has also been a flashpoint in urban policy-making in the city in recent years. This analysis identifies the co-benefits based on the current situation as well potential co-benefits based on increased ridership and altering mode share contributions. The paper then discusses the challenges faced in the quantification process and the practical implications of achieving increased co-benefits. The paper highlights issues of data quality as well as data access, whilst identifying that factors peripheral to the project itself can have a critical effect in achieving co-benefits from large scale transport infrastructure projects in developing countries. (C) 2013 Elsevier Ltd. All rights reserved.",False,True
